First_Name,EMail,Age,Gender,Location_Preferences,Latitude,Longitude,Country,City,Languages_Preferred,Last_Seen,Response_Time,Farming_off,Fishery_off,Gardening_off,Pet grooming_off,Pet training_off,Drawing_off,Painting_off,Sculpture_off,Print making_off,Poetry_off,Make-up_off,Facials_off,Pedicure & Manicure_off,Hair care_off,Ballet_off,Tap dance_off,Jazz dance_off,Salsa_off,Ballroom dance_off,Piano_off,Guitar_off,Drumming_off,Trumpet_off,Composing_off,Script writing_off,Play writing_off,Poetry writing_off,Caligraphy_off,Blogging_off,Journalism_off,German_off,Spanish_off,Arabic_off,French_off,English_off,Nutrition_off,Fitness & Excercise_off,Wellness_off,Tennis_off,Football_off,Basketball_off,Yoga_off,Baseball_off,Gymnastic_off,Cooking_off,Baking_off,Grilling_off,Meal planning_off,Sautéing_off,Programming_off,Graphic design_off,Data Analysis_off,Photoshop_off,Social Media_off,Camera handling_off,Photo editing_off,Lighting_off,Landscape photography_off,Portrait photography_off,Image processing_off,Video editing_off,Film making_off,Animation_off,Motion graphics_off,Visual effects_off,Skill Domains,Farming_dem,Fishery_dem,Gardening_dem,Pet grooming_dem,Pet training_dem,Drawing_dem,Painting_dem,Sculpture_dem,Print making_dem,Poetry_dem,Make-up_dem,Facials_dem,Pedicure & Manicure_dem,Hair care_dem,Ballet_dem,Tap dance_dem,Jazz dance_dem,Salsa_dem,Ballroom dance_dem,Piano_dem,Guitar_dem,Drumming_dem,Trumpet_dem,Composing_dem,Script writing_dem,Play writing_dem,Poetry writing_dem,Caligraphy_dem,Blogging_dem,Journalism_dem,German_dem,Spanish_dem,Arabic_dem,French_dem,English_dem,Nutrition_dem,Fitness & Excercise_dem,Wellness_dem,Tennis_dem,Football_dem,Basketball_dem,Yoga_dem,Baseball_dem,Gymnastic_dem,Cooking_dem,Baking_dem,Grilling_dem,Meal planning_dem,Sautéing_dem,Programming_dem,Graphic design_dem,Data Analysis_dem,Photoshop_dem,Social Media_dem,Camera handling_dem,Photo editing_dem,Lighting_dem,Landscape photography_dem,Portrait photography_dem,Image processing_dem,Video editing_dem,Film making_dem,Animation_dem,Motion graphics_dem,Visual effects_dem,Count_Farming_off,Count_Fishery_off,Count_Gardening_off,Count_Pet_grooming_off,Count_Pet_training_off,Count_Drawing_off,Count_Painting_off,Count_Sculpture_off,Count_Print_making_off,Count_Poetry_off,Count_Make_up_off,Count_Facials_off,Count_Pedicure_and_Manicure_off,Count_Hair_care_off,Count_Ballet_off,Count_Tap_dance_off,Count_Jazz_dance_off,Count_Salsa_off,Count_Ballroom_dance_off,Count_Piano_off,Count_Guitar_off,Count_Drumming_off,Count_Trumpet_off,Count_Composing_off,Count_Script_writing_off,Count_Play_writing_off,Count_Poetry_writing_off,Count_Caligraphy_off,Count_Blogging_off,Count_Journalism_off,Count_German_off,Count_Spanish_off,Count_Arabic_off,Count_French_off,Count_English_off,Count_Nutrition_off,Count_Fitness_and_Excercise_off,Count_Wellness_off,Count_Tennis_off,Count_Football_off,Count_Basketball_off,Count_Yoga_off,Count_Baseball_off,Count_Gymnastic_off,Count_Cooking_off,Count_Baking_off,Count_Grilling_off,Count_Meal_planning_off,Count_Sautéing_off,Count_Programming_off,Count_Graphic_design_off,Count_Data_Analysis_off,Count_Photoshop_off,Count_Social_Media_off,Count_Camera_handling_off,Count_Photo_editing_off,Count_Lighting_off,Count_Landscape_photography_off,Count_Portrait_photography_off,Count_Image_processing_off,Count_Video_editing_off,Count_Film_making_off,Count_Animation_off,Count_Motion_graphics_off,Count_Visual_effects_off,Count_Social Media_off,Count_Make-up_off,Count_Video editing_off,Count_Film making_off,Count_Pedicure & Manicure_off,Count_Pet training_off,Count_Pet grooming_off,Count_Graphic design_off,Count_Image processing_off,Count_Fitness & Excercise_off,Count_Visual effects_off,Count_Camera handling_off,Count_Print making_off,Count_Hair care_off,Count_Play writing_off,Count_Portrait photography_off,Count_Data Analysis_off,Count_Tap dance_off,Count_Photo editing_off,Count_Meal planning_off,Count_Landscape photography_off,Count_Jazz dance_off,Count_Ballroom dance_off,Count_Script writing_off,Count_Poetry writing_off,Count_Motion graphics_off,Sum_Skills_Off,Sum_Skills_Rec,Agriculture,Animal Care,Art,Beauty,Dance,Music,Writing,Language,Health,Sports,Food,Technology,Photo,Video,Usability,Speed_Performance,Feature_Satisfaction,Security_Satisfaction,Customer_Support,Activity_Status,Sum_Skills_Off_ab_avg
Emmanuelle,emmanuelle.witkowicz@1und1.de,25,Female,Local or Remote,52.50651075383088,13.498040706251556,Germany,Berlin,"['Portuguese', 'Arabic', 'Bengali']",Yesterday,Within a week,,,,Expert,Beginner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Animal Care'],0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,2.0,2.0,,2.0,,,,,,,,,,,,,Very Satisfied,Dissatisfied,Satisfied,Satisfied,Satisfied,Active User,0
Gaetano,gaetano.correia@gmx.de,23,Female,Local or Remote,52.34315655176512,13.38344479104168,Germany,Berlin,['Romanian'],Yesterday,More than a month,,,,,,Intermediate,Novice,Intermediate,Novice,Expert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Novice,Advanced,Novice,Novice,Novice,,,,,,,Beginner,Intermediate,Novice,Novice,Advanced,"['Video', 'Art', 'Technology']",0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,7.0,,,7.0,,,,,,,,,,,,Neutral or Average,Very Dissatisfied,Satisfied,Satisfied,Dissatisfied,Inactive,0
Fortunata,fortunata.zapora@yahoo.com,26,Male,Remote Only,52.4009278569039,13.4881341360717,Germany,Berlin,['German'],Yesterday,Within 24 hours,,,,,,Novice,Novice,Beginner,Expert,Intermediate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Art'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,6.0,4.0,,,6.0,,,,,,,,,,,,Very Dissatisfied,Very Satisfied,Very Satisfied,Neutral or Average,Very Satisfied,Active User,0
Luciana,luciana.dos santos@icloud.com,24,Female,Local or Remote,52.62623849717704,13.10865971447824,Germany,Berlin,"['Bengali', 'Japanese', 'Hindi', 'English', 'Romanian']",Recently,Within a week,,,,,,,,,,,,,,,,,,,,,,,,,Intermediate,Intermediate,Novice,Expert,Intermediate,Expert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Writing'],1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2.0,,,,,,,3.0,,,,,,,,Neutral or Average,Satisfied,Dissatisfied,Very Satisfied,Very Satisfied,Active User,0
Xavier,xavier.ülker@web.de,27,Diverse,Local or Remote,52.59187075225304,13.589516428031729,Germany,Berlin,"['Ukrainian', 'Polish', 'Italian', 'Hindi', 'French']",Today,Within a month,,,,Beginner,Intermediate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Expert,Beginner,Intermediate,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Animal Care', 'Health']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,10.0,,,,,,,,,9.0,,,,,,Neutral or Average,Very Satisfied,Very Satisfied,Neutral or Average,Dissatisfied,Occasional User,0
Claudia,claudia.ring@1und1.de,26,Female,Local or Remote,52.52969189486751,13.418534495461444,Germany,Berlin,"['English', 'Turkish', 'Italian', 'Hindi', 'French']",Within a Week,More than a month,Expert,Intermediate,Advanced,,,Novice,Beginner,Beginner,Beginner,Novice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Agriculture', 'Art']",1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,7.0,8.0,,,,,,,,,,,,,,Very Satisfied,Neutral or Average,Neutral or Average,Satisfied,Dissatisfied,Inactive,0
Constance,constance.galtarossa@hotmail.com,26,Male,Local or Remote,52.61928004232834,13.10076519023444,Germany,Berlin,"['Hindi', 'Punjabi', 'Portuguese']",Within a Week,Within a month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Novice,Novice,Beginner,Beginner,Expert,Beginner,,,,,,,,,,,,,,,,,Beginner,Advanced,Beginner,Novice,Advanced,"['Sports', 'Video']",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,12.0,,,,,,,,,,13.0,,,,,Satisfied,Neutral or Average,Very Satisfied,Neutral or Average,Dissatisfied,Occasional User,1
Ayvas,ayvas.harrison@aol.com,27,Female,Local Only,52.609183197464446,13.30866203220351,Germany,Berlin,"['French', 'Punjabi', 'Spanish', 'Russian', 'German']",Within a Week,Within a week,,,,Expert,Intermediate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Animal Care'],1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,11.0,12.0,,11.0,,,,,,,,,,,,,Very Dissatisfied,Dissatisfied,Neutral or Average,Dissatisfied,Dissatisfied,Swapper,1
Veronica,veronica.smith@1und1.de,25,Female,Local or Remote,52.66516757234001,13.635903826384451,Germany,Berlin,"['Arabic', 'Spanish']",Within a Week,Within a week,,,,,,,,,,,,,,,,,,,,,,,,,Expert,Advanced,Novice,Novice,Novice,Intermediate,,,,,,,,,,,,,,,,,,,,,,,,,Novice,Novice,Novice,Novice,Beginner,Expert,,,,,,"['Photo', 'Writing']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,11.0,9.0,,,,,,,11.0,,,,,,,,Very Satisfied,Very Satisfied,Dissatisfied,Satisfied,Satisfied,Swapper,1
Hürmet,hürmet.smela@mail.com,27,Male,Local or Remote,52.49762665970292,13.405331169874176,Germany,Berlin,"['Mandarin Chinese', 'German']",Within a Week,Within a month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Expert,Intermediate,Intermediate,Novice,Intermediate,Expert,,,,,,['Photo'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,8.0,6.0,,,,,,,,,,,,,8.0,,Satisfied,Very Satisfied,Satisfied,Very Satisfied,Neutral or Average,Occasional User,0
María Fernanda,maría fernanda.beckmann@1und1.de,27,Diverse,Local or Remote,52.53888430414271,13.757977065799528,Germany,Berlin,"['Romanian', 'Russian', 'Mandarin Chinese']",Within a Week,Within a week,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Novice,Expert,Novice,,,,,,,,,,,,,,,,,,,,,,,Intermediate,Expert,Novice,Advanced,Beginner,"['Video', 'Health']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,11.0,11.0,,,,,,,,,,,,,,11.0,Satisfied,Dissatisfied,Satisfied,Very Dissatisfied,Dissatisfied,Swapper,1
Vacibe,vacibe.lübs@gmx.de,28,Female,Local Only,52.41993635898199,13.43952938676374,Germany,Berlin,"['Spanish', 'Bengali', 'French', 'Mandarin Chinese']",Today,Within a month,,,,,,Novice,Advanced,Novice,Beginner,Intermediate,,,,,,,,,,,,,,,,,,,,,Novice,Novice,Advanced,Novice,Novice,,,,,,,,,,Novice,Advanced,Advanced,Expert,Expert,,,,,,,,,,,,,,,,,"['Art', 'Language', 'Food']",0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,8.0,9.0,,,,,,,,,,,8.0,,,,Satisfied,Very Satisfied,Neutral or Average,Very Satisfied,Dissatisfied,Occasional User,0
Fabian,fabian.weiß@freenet.de,28,Diverse,Remote Only,52.34260522140316,13.242602178407312,Germany,Berlin,"['Polish', 'Italian', 'Portuguese', 'French']",Over a Month Ago,Within a week,,,,,,,,,,,,,,,,,,,,,,,,,Beginner,Novice,Intermediate,Novice,Novice,Beginner,Advanced,Expert,Intermediate,Novice,Intermediate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Writing', 'Language']",0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,11.0,,,,,,,,12.0,,,,,,,Very Satisfied,Satisfied,Satisfied,Satisfied,Neutral or Average,Inactive,1
Guilherme,guilherme.mortati@aol.com,26,Male,Remote Only,52.5852540033934,13.734477594985254,Germany,Berlin,"['Hindi', 'Ukrainian']",Within a Week,Within a week,,,,,,,,,,,Novice,Novice,Novice,Beginner,,,,,,,,,,,,,,,,,,,,,,,,,Novice,Intermediate,Expert,Beginner,Beginner,Novice,,,,,,Beginner,Expert,Novice,Novice,Novice,,,,,,,,,,,,"['Technology', 'Beauty', 'Sports']",0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,11.0,12.0,,,,,,,,,,,,11.0,,,Dissatisfied,Neutral or Average,Neutral or Average,Neutral or Average,Very Satisfied,Swapper,1
Justine,justine.roberts@yahoo.com,24,Male,Local or Remote,52.52639399208688,13.383168154245178,Germany,Berlin,"['Japanese', 'Ukrainian', 'Russian', 'Turkish']",Within a Week,Within a week,Novice,Expert,Intermediate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Novice,Beginner,Advanced,Beginner,Advanced,"['Video', 'Agriculture']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,6.0,5.0,,,,,,,,,,,,,,Satisfied,Very Satisfied,Very Satisfied,Neutral or Average,Very Satisfied,Active User,0
Beverley,beverley.butte@aol.com,28,Female,Remote Only,52.38575920468608,13.43013473328792,Germany,Berlin,"['Ukrainian', 'Russian', 'Arabic']",Within a Week,More than a month,Novice,Novice,Novice,,,,,,,,,,,,,,,,,Novice,Advanced,Intermediate,Novice,Beginner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Novice,Novice,Expert,Beginner,Novice,"['Video', 'Music', 'Agriculture']",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,5.0,,,,,,,,,,,,,,7.0,Very Dissatisfied,Very Satisfied,Satisfied,Very Dissatisfied,Neutral or Average,Inactive,0
Grégoire,grégoire.klingelhöfer@gmx.de,27,Female,Remote Only,52.43316766094047,13.37033199732906,Germany,Berlin,"['Portuguese', 'Turkish', 'German', 'Japanese', 'French']",Recently,Within a week,,,,,,,,,,,,,,,Beginner,Expert,Beginner,Beginner,Novice,,,,,,,,,,,,,,,,,Intermediate,Novice,Intermediate,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Dance', 'Health']",1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,,,,16.0,17.0,,,,,16.0,,,,,,,,,,Satisfied,Very Satisfied,Dissatisfied,Dissatisfied,Very Dissatisfied,Swapper,1
Tola,tola.milla@freenet.de,26,Female,Remote Only,52.41516890598368,13.545117342340411,Germany,Berlin,"['Portuguese', 'Polish', 'Romanian', 'Italian', 'Arabic']",Today,Within a month,,,,Expert,Novice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Novice,Intermediate,Beginner,Beginner,Beginner,,,,,,,Advanced,Expert,Beginner,Expert,Novice,"['Video', 'Animal Care', 'Technology']",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,13.0,14.0,,,,,,,,,,,,,,13.0,Very Satisfied,Very Satisfied,Dissatisfied,Satisfied,Dissatisfied,Occasional User,1
Donald,donald.peñas@arcor.de,28,Male,Local or Remote,52.38675297091287,13.35440931507095,Germany,Berlin,"['Turkish', 'French', 'Mandarin Chinese', 'Russian', 'Italian']",Within a Week,Within a week,Beginner,Novice,Novice,Novice,Expert,,,,,,,,,,,,,,,Expert,Beginner,Intermediate,Novice,Novice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Animal Care', 'Music', 'Agriculture']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,7.0,,,,,,8.0,,,,,,,,,Neutral or Average,Dissatisfied,Dissatisfied,Neutral or Average,Satisfied,Active User,0
Aureliano,aureliano.cooper@mail.com,27,Diverse,Remote Only,52.34732713162831,13.198827159919563,Germany,Berlin,['French'],Today,Within a week,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intermediate,Intermediate,Expert,Intermediate,Novice,,,,,,,,,,,,,,,,,,,,,,,,,,Beginner,Novice,Intermediate,Novice,Beginner,"['Language', 'Video']",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,11.0,,,,,,,,11.0,,,,,,,Neutral or Average,Satisfied,Satisfied,Neutral or Average,Very Dissatisfied,Swapper,1
Frances,frances.turlej@arcor.de,25,Male,Local or Remote,52.40693814889401,13.643852110905362,Germany,Berlin,['Punjabi'],Today,Within a week,,,,,,Novice,Novice,Expert,Intermediate,Beginner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Art'],0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,8.0,,,7.0,,,,,,,,,,,,Satisfied,Satisfied,Very Dissatisfied,Very Satisfied,Dissatisfied,Active User,0
Victoire,victoire.río@aol.com,25,Female,Local or Remote,52.44571830903273,13.632200595945791,Germany,Berlin,"['Italian', 'English']",Within a Month,Within a week,,,,Expert,Beginner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intermediate,Novice,Novice,Intermediate,Beginner,,,,,,,,,,,,"['Technology', 'Animal Care']",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,4.0,4.0,,4.0,,,,,,,,,,,,,Satisfied,Satisfied,Dissatisfied,Satisfied,Dissatisfied,Occasional User,0
Dana,dana.sezer@1und1.de,27,Male,Local or Remote,52.60046653452648,13.75292128395052,Germany,Berlin,"['French', 'Mandarin Chinese', 'Bengali', 'Punjabi', 'Polish']",Within a Week,Within 24 hours,,,,,,,,,,,,,,,,,,,,Novice,Novice,Novice,Beginner,Intermediate,Novice,Advanced,Expert,Intermediate,Intermediate,Novice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Music', 'Writing']",0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,10.0,11.0,,,,,,,10.0,,,,,,,,Satisfied,Neutral or Average,Dissatisfied,Very Satisfied,Neutral or Average,Swapper,1
